id,name,city,studytime,failures,absences,Medu,Fedu,G1,G2,G3
23A91A4983,Divya Verma,Kolkata,4,0,18,4,1,57,58,60
23A91A4984,Roshan Jani,Bangalore,1,3,4,2,4,94,95,92
23A91A4985,Divya Patel,Delhi,1,0,3,2,0,53,57,57
23A91A4986,Fatima Desai,Kolkata,2,2,20,1,3,55,50,49
23A91A4987,Roshan Desai,Jaipur,1,2,19,2,1,49,46,49
23A91A4988,Sneha Jani,Mumbai,4,1,15,3,4,51,51,47
23A91A4989,Anil Desai,Hyderabad,2,1,8,3,1,84,85,89
23A91A4990,Roshan Patel,Jaipur,4,2,1,1,4,72,71,76
23A91A4991,Ravi Desai,Pune,3,0,9,2,0,47,46,42
23A91A4992,Fatima Jani,Pune,1,1,13,0,3,65,65,68
23A91A4993,Divya Khan,Kolkata,3,0,1,3,4,69,72,72
23A91A4994,Divya Joshi,Vijayawada,3,0,20,4,2,45,48,45
23A91A4995,Rahul Jani,Hyderabad,1,2,17,1,3,67,69,66
23A91A4996,Fatima Desai,Mumbai,3,3,10,1,4,89,92,90
23A91A4997,Sneha Choudhary,Vijayawada,2,0,18,4,1,58,62,67
23A91A4998,Rahul Sharma,Kolkata,2,0,7,1,2,78,81,86
23A91A4999,Roshan Desai,Delhi,3,2,13,3,0,78,80,78
23A91A5000,Ali Desai,Hyderabad,4,3,7,3,1,69,69,70
23A91A5001,Roshan Jani,Mumbai,4,1,7,2,2,57,62,59
23A91A5002,Sneha Choudhary,Mumbai,2,2,16,2,2,84,86,81
23A91A5003,Rahul Patel,Jaipur,2,1,5,0,1,75,76,77
23A91A5004,Neha Reddy,Hyderabad,2,0,11,4,1,78,82,84
23A91A5005,Rahul Jani,Delhi,1,1,16,1,2,68,71,69
23A91A5006,Rahul Joshi,Pune,3,0,13,1,0,91,86,91
23A91A5007,Fatima Sharma,Bangalore,2,1,9,2,4,61,65,63
23A91A5008,Divya Khan,Jaipur,3,0,2,1,1,77,80,82
23A91A5009,Ravi Choudhary,Hyderabad,1,0,5,3,0,54,51,46
23A91A5010,Rahul Jani,Pune,2,1,6,0,3,86,91,92
23A91A5011,Fatima Choudhary,Mumbai,1,0,8,4,2,44,44,40
23A91A5012,Anil Verma,Hyderabad,3,3,9,1,4,63,58,56
23A91A5013,Kiran Sharma,Pune,2,3,8,3,2,53,55,57
23A91A5014,Ali Verma,Vijayawada,4,1,12,0,3,75,80,75
23A91A5015,Sneha Jani,Vijayawada,3,2,16,3,4,68,67,71
23A91A5016,Kiran Verma,Delhi,3,1,11,3,2,69,70,65
23A91A5017,Anil Jani,Ahmedabad,2,3,12,2,3,93,96,98
23A91A5018,Rahul Jani,Kolkata,1,0,4,4,3,44,44,41
23A91A5019,Kiran Sharma,Vijayawada,1,0,17,3,1,58,56,59
23A91A5020,Neha Jani,Jaipur,4,0,17,1,4,79,79,83
23A91A5021,Neha Khan,Kolkata,4,1,2,1,0,76,72,72
23A91A5022,Neha Sharma,Delhi,2,3,2,3,0,85,80,85
23A91A5023,Rahul Verma,Pune,3,1,9,0,4,93,91,86
23A91A5024,Ali Sharma,Vijayawada,3,2,19,0,0,81,84,79
23A91A5025,Rahul Mishra,Chennai,3,3,4,2,4,95,90,89
23A91A5026,Roshan Patel,Kolkata,4,3,4,0,3,64,60,56
23A91A5027,Roshan Khan,Ahmedabad,1,0,17,0,0,78,81,85
23A91A5028,Ravi Joshi,Kolkata,2,0,20,1,3,46,44,49
23A91A5029,Roshan Choudhary,Mumbai,2,3,5,3,0,71,69,69
23A91A5030,Anil Choudhary,Jaipur,2,3,15,1,1,55,58,59
23A91A5031,Fatima Patel,Bangalore,1,0,13,1,1,53,53,56
23A91A5032,Fatima Patel,Vijayawada,1,0,18,1,4,44,43,45
23A91A5033,Divya Desai,Jaipur,2,0,19,1,4,64,66,70
23A91A5034,Anil Sharma,Bangalore,4,1,10,1,0,60,60,63
23A91A5035,Anil Verma,Delhi,3,3,4,4,4,86,87,91
23A91A5036,Kiran Desai,Kolkata,2,1,19,4,2,52,49,54
23A91A5037,Sneha Patel,Pune,1,3,15,4,2,41,46,41
23A91A5038,Ravi Mishra,Jaipur,3,3,18,1,3,74,71,76
23A91A5039,Ali Jani,Bangalore,1,1,8,0,2,40,40,40
23A91A5040,Ali Desai,Kolkata,1,3,19,3,0,84,83,85
23A91A5041,Ali Joshi,Kolkata,2,1,13,0,0,45,45,49
23A91A5042,Fatima Mishra,Kolkata,4,1,11,2,1,71,70,67
23A91A5043,Neha Verma,Kolkata,4,2,20,4,3,94,91,91
23A91A5044,Anil Sharma,Hyderabad,4,0,19,2,2,70,75,77
23A91A5045,Kiran Reddy,Bangalore,4,1,18,1,4,82,83,83
23A91A5046,Roshan Jani,Jaipur,3,0,0,3,2,56,58,59
23A91A5047,Ali Verma,Kolkata,1,2,9,1,2,81,76,74
23A91A5048,Divya Verma,Vijayawada,2,3,1,0,2,81,76,77
23A91A5049,Kiran Reddy,Ahmedabad,4,1,18,1,0,88,86,84
23A91A5050,Divya Khan,Mumbai,1,0,6,0,0,61,58,58
23A91A5051,Divya Desai,Mumbai,1,2,8,0,0,56,57,53
23A91A5052,Sneha Reddy,Ahmedabad,4,0,17,1,2,46,42,47
23A91A5053,Ravi Reddy,Hyderabad,1,2,16,1,2,92,92,87
23A91A5054,Anil Sharma,Bangalore,3,0,16,0,4,53,49,53
23A91A5055,Roshan Patel,Kolkata,4,1,13,4,1,43,38,43
23A91A5056,Kiran Khan,Kolkata,4,0,12,4,0,65,60,62
23A91A5057,Kiran Choudhary,Chennai,1,0,17,0,0,75,70,74
23A91A5058,Ali Desai,Mumbai,4,3,11,0,2,56,54,51
23A91A5059,Divya Joshi,Jaipur,3,0,15,1,2,44,49,49
23A91A5060,Fatima Mishra,Hyderabad,1,0,6,4,0,94,91,96
23A91A5061,Anil Joshi,Chennai,3,2,0,2,4,62,66,65
23A91A5062,Divya Choudhary,Ahmedabad,2,0,12,2,2,79,77,78
23A91A5063,Neha Patel,Vijayawada,3,1,6,2,2,59,58,54
23A91A5064,Ravi Reddy,Chennai,1,2,1,1,0,93,95,98
23A91A5065,Divya Patel,Bangalore,2,0,5,1,4,69,73,72
23A91A5066,Sneha Reddy,Hyderabad,3,1,5,1,3,84,85,90
23A91A5067,Neha Verma,Delhi,2,2,17,1,1,48,53,54
23A91A5068,Roshan Reddy,Bangalore,2,1,14,2,1,94,97,99
23A91A5069,Kiran Choudhary,Ahmedabad,3,1,14,1,4,85,87,88
23A91A5070,Kiran Choudhary,Ahmedabad,2,3,8,1,0,41,40,37
23A91A5071,Fatima Mishra,Jaipur,1,3,7,2,4,62,59,62
23A91A5072,Rahul Patel,Delhi,2,0,17,3,3,44,45,46
23A91A5073,Rahul Khan,Ahmedabad,1,3,13,1,4,75,72,77
23A91A5074,Ali Sharma,Jaipur,4,0,10,1,4,67,64,66
23A91A5075,Divya Sharma,Bangalore,4,2,5,0,3,44,44,47
23A91A5076,Neha Jani,Ahmedabad,3,0,11,2,2,57,58,60
23A91A5077,Anil Patel,Pune,2,0,16,3,3,50,46,46
23A91A5078,Roshan Khan,Mumbai,1,3,14,1,3,93,93,95
23A91A5079,Ali Desai,Ahmedabad,1,1,9,2,2,57,54,56
23A91A5080,Roshan Patel,Pune,2,0,7,4,2,87,88,91
23A91A5081,Kiran Mishra,Ahmedabad,3,1,6,3,3,86,88,91
23A91A5082,Anil Mishra,Mumbai,2,0,3,1,3,94,94,98
23A91A5083,Roshan Patel,Hyderabad,3,0,14,4,2,67,64,63
23A91A5084,Kiran Verma,Pune,3,0,17,4,2,40,45,50
23A91A5085,Anil Verma,Chennai,4,2,4,2,3,90,86,87
23A91A5086,Ali Desai,Bangalore,4,2,10,2,3,90,93,92
23A91A5087,Neha Desai,Jaipur,2,2,20,1,3,82,79,78
23A91A5088,Roshan Jani,Pune,3,2,15,4,4,93,96,97
23A91A5089,Ali Khan,Pune,2,1,18,0,3,82,78,76
23A91A5090,Rahul Mishra,Mumbai,4,3,18,4,0,50,55,57
23A91A5091,Anil Choudhary,Mumbai,1,3,15,3,0,44,40,38
23A91A5092,Neha Jani,Kolkata,1,3,12,2,4,66,62,59
23A91A5093,Neha Reddy,Pune,2,0,0,2,2,84,85,82
23A91A5094,Neha Joshi,Ahmedabad,1,3,14,4,1,93,95,98
23A91A5095,Ravi Jani,Vijayawada,4,3,17,3,0,48,46,43
23A91A5096,Roshan Jani,Kolkata,2,1,17,4,4,47,50,55
23A91A5097,Rahul Mishra,Ahmedabad,2,0,15,4,1,56,57,61
23A91A5098,Divya Reddy,Jaipur,2,0,0,0,2,76,75,72
23A91A5099,Roshan Sharma,Ahmedabad,4,3,13,3,4,63,62,58
23A91A5100,Divya Mishra,Delhi,1,1,5,2,0,90,89,92
23A91A5101,Sneha Mishra,Jaipur,1,0,1,3,2,69,70,66
23A91A5102,Divya Desai,Vijayawada,3,1,18,2,3,94,89,86
23A91A5103,Kiran Patel,Jaipur,3,3,4,4,4,78,74,73
23A91A5104,Kiran Joshi,Bangalore,2,2,18,1,1,94,94,95
23A91A5105,Ali Verma,Bangalore,1,3,19,1,3,43,39,39
23A91A5106,Anil Jani,Chennai,2,2,18,1,2,91,91,86
23A91A5107,Ravi Mishra,Mumbai,3,3,20,2,0,73,76,71
23A91A5108,Anil Mishra,Chennai,1,2,20,4,0,72,74,75
23A91A5109,Rahul Verma,Chennai,2,3,16,2,2,89,85,89
23A91A5110,Fatima Mishra,Chennai,3,3,4,1,2,81,84,82
23A91A5111,Anil Choudhary,Bangalore,1,0,15,2,1,46,46,47
23A91A5112,Ali Verma,Delhi,3,2,9,1,4,88,87,91
23A91A5113,Divya Khan,Delhi,3,0,16,2,4,90,85,87
23A91A5114,Anil Verma,Ahmedabad,1,2,7,2,2,64,59,64
23A91A5115,Kiran Khan,Ahmedabad,4,0,13,4,0,46,42,42
23A91A5116,Roshan Jani,Jaipur,2,1,11,3,3,84,83,84
23A91A5117,Rahul Desai,Delhi,2,2,15,3,0,89,87,85
23A91A5118,Divya Verma,Hyderabad,1,2,20,4,1,58,54,56
23A91A5119,Fatima Choudhary,Pune,3,2,19,2,3,75,75,74
23A91A5120,Fatima Patel,Pune,2,1,18,2,0,40,41,36
23A91A5121,Rahul Sharma,Hyderabad,1,3,8,0,2,95,99,97
23A91A5122,Roshan Khan,Ahmedabad,3,1,20,3,2,41,39,35
23A91A5123,Anil Khan,Ahmedabad,4,0,9,4,0,89,92,94
23A91A5124,Anil Desai,Jaipur,2,3,15,0,4,90,94,96
23A91A5125,Neha Verma,Hyderabad,2,1,4,2,3,88,89,90
23A91A5126,Sneha Patel,Vijayawada,1,1,6,3,2,42,42,43
23A91A5127,Ravi Joshi,Delhi,2,2,20,3,3,66,61,65
23A91A5128,Anil Choudhary,Delhi,3,1,4,2,4,68,67,70
23A91A5129,Ravi Verma,Pune,2,1,20,0,0,90,95,94
23A91A5130,Fatima Khan,Ahmedabad,2,1,0,3,4,48,50,46
23A91A5131,Sneha Sharma,Mumbai,1,3,4,3,2,74,74,71
23A91A5132,Ravi Jani,Bangalore,3,3,2,4,3,46,47,47
23A91A5133,Rahul Verma,Delhi,1,3,8,3,2,56,54,58
23A91A5134,Rahul Verma,Vijayawada,4,0,17,1,1,44,47,44
23A91A5135,Ali Patel,Mumbai,2,0,7,3,0,55,53,54
23A91A5136,Ali Joshi,Pune,4,1,3,3,3,46,47,51
23A91A5137,Kiran Sharma,Pune,2,2,6,2,3,68,63,68
23A91A5138,Anil Desai,Mumbai,1,1,14,3,4,86,91,88
23A91A5139,Kiran Jani,Jaipur,3,3,17,1,1,45,49,46
23A91A5140,Neha Desai,Ahmedabad,1,3,19,1,4,63,68,67
23A91A5141,Ravi Desai,Ahmedabad,4,2,13,4,2,71,73,78
23A91A5142,Rahul Desai,Mumbai,3,0,6,4,4,73,69,65
23A91A5143,Neha Verma,Vijayawada,2,0,5,3,3,61,57,52
23A91A5144,Ravi Khan,Pune,2,3,15,1,3,89,86,90
23A91A5145,Ravi Jani,Ahmedabad,3,1,10,4,2,63,64,64
23A91A5146,Ali Joshi,Vijayawada,4,3,7,0,3,84,80,79
23A91A5147,Rahul Patel,Bangalore,3,2,3,3,0,48,48,53
23A91A5148,Roshan Patel,Kolkata,1,3,11,4,0,50,51,51
23A91A5149,Ali Mishra,Pune,3,2,2,4,2,80,82,77
23A91A5150,Roshan Sharma,Vijayawada,2,1,19,0,4,60,55,57
23A91A5151,Rahul Jani,Ahmedabad,4,2,9,4,1,64,63,65
23A91A5152,Rahul Sharma,Kolkata,1,2,4,0,3,94,93,94
23A91A5153,Roshan Joshi,Jaipur,1,2,19,0,1,80,77,76
23A91A5154,Roshan Khan,Chennai,4,3,6,0,3,55,50,45
23A91A5155,Roshan Patel,Chennai,2,3,7,0,4,50,49,47
23A91A5156,Ravi Verma,Mumbai,2,0,13,3,1,64,66,63
23A91A5157,Roshan Mishra,Chennai,4,2,2,0,1,49,47,47
23A91A5158,Neha Joshi,Kolkata,1,3,13,4,2,70,75,74
23A91A5159,Ravi Sharma,Mumbai,3,0,9,2,1,81,80,77
23A91A5160,Rahul Patel,Jaipur,2,3,10,4,1,91,93,96
23A91A5161,Rahul Khan,Bangalore,4,1,17,2,0,60,65,67
23A91A5162,Fatima Choudhary,Pune,4,3,19,2,3,86,81,77
23A91A5163,Kiran Sharma,Delhi,3,3,12,0,3,83,84,85
23A91A5164,Divya Verma,Vijayawada,3,1,6,2,3,59,55,55
23A91A5165,Divya Reddy,Mumbai,1,3,11,1,0,87,91,86
23A91A5166,Fatima Joshi,Jaipur,2,0,5,3,0,88,92,95
23A91A5167,Kiran Choudhary,Mumbai,4,2,16,2,0,76,78,80
23A91A5168,Kiran Patel,Delhi,1,1,7,2,4,65,67,63
23A91A5169,Ali Verma,Chennai,4,1,19,0,1,50,48,52
23A91A5170,Sneha Mishra,Kolkata,1,2,7,4,1,92,90,86
23A91A5171,Sneha Sharma,Delhi,3,1,19,1,0,49,45,48
23A91A5172,Sneha Patel,Vijayawada,1,1,8,2,3,58,59,56
23A91A5173,Roshan Mishra,Jaipur,2,1,9,0,4,82,81,84
23A91A5174,Neha Jani,Vijayawada,4,0,13,0,4,61,61,58
23A91A5175,Neha Desai,Delhi,4,0,3,0,2,84,84,81
23A91A5176,Neha Patel,Hyderabad,4,1,20,4,0,86,82,85
23A91A5177,Divya Choudhary,Chennai,3,3,13,2,3,92,97,93
23A91A5178,Ravi Verma,Pune,3,1,17,4,4,72,67,72
23A91A5179,Ali Desai,Chennai,3,0,9,2,1,53,50,48
23A91A5180,Kiran Khan,Chennai,1,2,11,2,3,62,60,64
23A91A5181,Divya Sharma,Hyderabad,2,1,3,0,2,93,98,96
23A91A5182,Ali Reddy,Jaipur,1,3,4,0,1,93,96,100
23A91A5183,Sneha Patel,Chennai,3,0,17,4,3,55,54,53
23A91A5184,Ravi Khan,Vijayawada,2,1,7,1,0,68,71,70
23A91A5185,Neha Sharma,Pune,1,0,0,0,2,75,78,75
23A91A5186,Sneha Desai,Kolkata,1,3,11,2,1,68,64,60
23A91A5187,Ravi Sharma,Bangalore,3,3,18,2,2,82,79,81
23A91A5188,Divya Verma,Ahmedabad,3,2,3,0,3,87,91,90
23A91A5189,Rahul Reddy,Mumbai,3,0,15,3,0,89,88,86
23A91A5190,Ravi Sharma,Kolkata,2,2,10,4,2,50,48,53
23A91A5191,Ravi Patel,Hyderabad,3,0,13,3,1,75,73,72
23A91A5192,Divya Patel,Kolkata,4,3,12,4,2,66,69,74
23A91A5193,Anil Choudhary,Mumbai,3,1,2,1,3,50,45,44
23A91A5194,Sneha Khan,Ahmedabad,1,3,20,3,4,58,62,63
23A91A5195,Kiran Desai,Kolkata,3,0,19,0,4,58,63,68
23A91A5196,Roshan Desai,Ahmedabad,4,2,20,3,3,67,67,70
23A91A5197,Anil Choudhary,Delhi,4,1,0,1,2,74,76,72
23A91A5198,Sneha Mishra,Vijayawada,2,1,16,1,3,74,78,77
23A91A5199,Divya Khan,Mumbai,2,0,16,0,0,53,58,56
23A91A5200,Neha Verma,Vijayawada,2,2,1,4,2,94,93,96
23A91A5201,Neha Verma,Ahmedabad,3,1,9,4,1,72,74,74
23A91A5202,Anil Verma,Kolkata,1,0,20,3,3,49,54,54
23A91A5203,Rahul Khan,Chennai,2,1,6,4,4,87,85,90
23A91A5204,Sneha Verma,Mumbai,3,0,18,4,0,92,93,98
23A91A5205,Neha Desai,Chennai,1,0,20,0,0,65,70,68
23A91A5206,Divya Sharma,Bangalore,1,0,20,4,2,85,89,91
23A91A5207,Ravi Desai,Mumbai,3,0,2,1,1,64,62,67
23A91A5208,Sneha Sharma,Ahmedabad,2,1,20,1,0,80,83,85
23A91A5209,Rahul Jani,Chennai,1,3,20,2,4,48,44,40
23A91A5210,Anil Sharma,Bangalore,1,3,10,0,1,43,40,40
23A91A5211,Roshan Joshi,Mumbai,3,0,7,3,2,59,64,60
23A91A5212,Anil Patel,Pune,1,3,14,4,3,71,67,67
23A91A5213,Roshan Desai,Bangalore,2,1,5,3,4,64,68,67
23A91A5214,Ravi Sharma,Hyderabad,2,3,11,2,2,73,68,71
23A91A5215,Rahul Khan,Vijayawada,4,2,15,2,4,80,75,70
23A91A5216,Fatima Choudhary,Bangalore,4,2,9,2,1,88,84,88
23A91A5217,Roshan Verma,Jaipur,1,1,1,4,0,71,72,69
23A91A5218,Anil Verma,Delhi,2,3,17,3,4,92,87,85
23A91A5219,Fatima Desai,Mumbai,1,1,6,0,0,44,39,37
23A91A5220,Ravi Mishra,Delhi,1,2,10,0,3,42,40,42
23A91A5221,Sneha Joshi,Hyderabad,2,3,8,3,1,49,48,47
23A91A5222,Ravi Khan,Ahmedabad,1,0,12,3,2,94,91,90
23A91A5223,Anil Khan,Hyderabad,4,3,5,4,4,51,52,52
23A91A5224,Sneha Mishra,Delhi,2,1,6,2,0,52,57,59
23A91A5225,Sneha Desai,Mumbai,3,0,9,1,1,77,79,76
23A91A5226,Neha Joshi,Ahmedabad,2,3,18,0,1,49,48,46
23A91A5227,Ravi Mishra,Bangalore,3,2,20,4,0,72,69,70
23A91A5228,Sneha Verma,Bangalore,3,1,4,2,1,60,63,65
23A91A5229,Sneha Reddy,Vijayawada,2,2,15,0,2,86,82,80
23A91A5230,Ravi Khan,Delhi,3,2,10,2,0,75,79,83
23A91A5231,Divya Joshi,Vijayawada,2,2,20,3,4,80,80,84
23A91A5232,Fatima Patel,Chennai,3,0,14,2,1,42,44,40
23A91A5233,Kiran Reddy,Mumbai,4,0,10,2,3,65,68,64
23A91A5234,Fatima Desai,Hyderabad,4,2,2,3,3,87,85,85
23A91A5235,Anil Joshi,Mumbai,1,0,7,3,3,79,77,82
23A91A5236,Neha Verma,Ahmedabad,4,0,20,1,0,59,63,61
23A91A5237,Ravi Patel,Hyderabad,2,2,0,0,4,94,92,93
23A91A5238,Divya Reddy,Vijayawada,4,2,14,3,1,52,50,48
23A91A5239,Sneha Sharma,Ahmedabad,3,3,16,2,0,58,61,59
23A91A5240,Neha Choudhary,Bangalore,2,0,5,0,1,72,77,72
23A91A5241,Ravi Reddy,Chennai,3,3,9,2,1,40,37,41
23A91A5242,Fatima Reddy,Hyderabad,1,3,5,2,0,42,40,44
23A91A5243,Ravi Choudhary,Ahmedabad,1,3,13,1,2,89,93,88
23A91A5244,Fatima Verma,Delhi,1,1,7,1,4,40,42,46
23A91A5245,Neha Desai,Mumbai,2,2,6,2,4,44,46,44
23A91A5246,Rahul Khan,Mumbai,3,0,13,4,2,72,77,80
23A91A5247,Anil Choudhary,Ahmedabad,3,3,6,1,3,63,63,59
23A91A5248,Ravi Mishra,Hyderabad,3,1,10,2,0,57,58,60
23A91A5249,Anil Choudhary,Mumbai,1,0,10,4,3,62,67,70
23A91A5250,Anil Choudhary,Jaipur,1,0,16,2,1,74,69,69
23A91A5251,Ali Reddy,Delhi,3,3,14,0,2,48,48,52
23A91A5252,Fatima Verma,Jaipur,2,3,5,2,4,93,94,90
23A91A5253,Fatima Khan,Chennai,2,2,1,4,4,91,88,92
23A91A5254,Sneha Sharma,Jaipur,4,2,20,3,1,82,79,81
23A91A5255,Sneha Reddy,Kolkata,1,2,6,2,0,41,42,43
23A91A5256,Anil Verma,Ahmedabad,2,3,16,2,1,63,68,70
23A91A5257,Ali Verma,Pune,4,0,19,2,1,50,52,55
23A91A5258,Kiran Joshi,Kolkata,2,1,2,1,2,84,82,87
23A91A5259,Ravi Mishra,Chennai,2,1,1,3,0,66,63,64
23A91A5260,Rahul Mishra,Ahmedabad,4,1,2,3,0,82,85,80
23A91A5261,Ali Mishra,Bangalore,4,2,11,3,2,71,75,80
23A91A5262,Fatima Reddy,Vijayawada,2,2,2,2,4,72,76,80
23A91A5263,Sneha Khan,Chennai,2,0,12,0,2,91,92,94
23A91A5264,Sneha Sharma,Bangalore,1,2,11,1,1,42,41,36
23A91A5265,Sneha Patel,Delhi,2,2,8,0,3,47,52,57
23A91A5266,Kiran Khan,Pune,3,3,17,2,1,45,47,51
23A91A5267,Fatima Joshi,Hyderabad,2,0,0,3,2,42,43,42
23A91A5268,Fatima Verma,Jaipur,1,3,0,1,0,56,54,55
23A91A5269,Anil Khan,Bangalore,3,2,12,0,0,53,56,57
23A91A5270,Sneha Verma,Bangalore,4,0,2,2,2,83,86,83
23A91A5271,Fatima Desai,Bangalore,1,1,12,4,2,93,88,84
23A91A5272,Ravi Jani,Bangalore,2,2,10,0,4,62,61,64
23A91A5273,Ravi Choudhary,Jaipur,2,3,18,1,3,62,62,59
23A91A5274,Ravi Khan,Hyderabad,1,1,2,3,0,87,89,90
23A91A5275,Divya Joshi,Kolkata,2,3,17,3,0,52,51,52
23A91A5276,Sneha Verma,Bangalore,1,0,3,4,4,66,66,65
23A91A5277,Divya Joshi,Delhi,2,2,7,2,1,71,67,68
23A91A5278,Fatima Mishra,Hyderabad,1,0,16,0,4,81,80,83
23A91A5279,Divya Patel,Mumbai,2,1,17,0,4,72,71,68
23A91A5280,Anil Mishra,Delhi,3,3,7,4,3,89,86,84
23A91A5281,Fatima Mishra,Chennai,3,3,15,0,0,80,79,84
23A91A5282,Roshan Joshi,Bangalore,1,2,9,1,4,55,57,53
23A91A5283,Rahul Joshi,Mumbai,1,0,13,4,0,75,75,71
23A91A5284,Rahul Khan,Vijayawada,2,0,3,0,3,60,59,61
23A91A5285,Kiran Joshi,Jaipur,1,1,3,0,3,51,53,50
23A91A5286,Roshan Jani,Jaipur,1,3,18,0,3,41,44,45
23A91A5287,Sneha Khan,Vijayawada,1,1,8,4,0,84,82,77
23A91A5288,Fatima Jani,Jaipur,1,3,3,3,3,71,76,73
23A91A5289,Divya Mishra,Delhi,3,0,15,3,1,79,82,78
23A91A5290,Ravi Desai,Chennai,1,2,18,0,0,85,83,81
23A91A5291,Rahul Desai,Bangalore,1,2,12,4,3,68,70,66
23A91A5292,Anil Joshi,Ahmedabad,1,1,17,4,2,58,57,54
23A91A5293,Neha Reddy,Jaipur,3,1,9,3,0,53,48,43
23A91A5294,Roshan Reddy,Jaipur,2,2,10,2,4,86,86,89
23A91A5295,Sneha Patel,Ahmedabad,1,1,16,0,4,94,95,97
23A91A5296,Rahul Joshi,Pune,3,2,3,0,3,89,92,95
23A91A5297,Divya Patel,Hyderabad,1,3,2,1,0,59,63,63
23A91A5298,Ali Joshi,Delhi,1,3,13,1,2,94,91,89
23A91A5299,Sneha Mishra,Bangalore,1,2,15,2,0,88,84,80
23A91A5300,Divya Sharma,Bangalore,2,1,15,4,1,68,68,65
23A91A5301,Neha Joshi,Bangalore,2,2,18,3,1,40,39,40
23A91A5302,Divya Jani,Pune,2,2,3,3,3,90,94,96
23A91A5303,Ali Jani,Hyderabad,4,3,6,2,3,80,81,86
23A91A5304,Divya Sharma,Chennai,2,0,14,0,4,84,79,78
23A91A5305,Roshan Khan,Delhi,3,3,14,3,3,43,42,38
23A91A5306,Divya Verma,Ahmedabad,2,0,20,0,4,75,79,83
23A91A5307,Ravi Joshi,Bangalore,2,3,0,1,2,55,58,57
23A91A5308,Ravi Khan,Pune,1,2,12,1,3,58,59,58
23A91A5309,Anil Khan,Mumbai,4,1,15,0,2,52,49,54
23A91A5310,Ali Jani,Chennai,4,2,0,3,2,91,88,89
23A91A5311,Roshan Verma,Mumbai,1,0,17,2,4,56,59,59
23A91A5312,Neha Khan,Hyderabad,1,2,13,0,4,81,86,85
23A91A5313,Roshan Joshi,Bangalore,2,1,14,2,0,47,48,45
23A91A5314,Neha Khan,Kolkata,2,1,20,4,1,50,48,52
23A91A5315,Kiran Sharma,Vijayawada,2,2,3,2,2,89,93,96
23A91A5316,Anil Khan,Ahmedabad,2,3,1,3,0,55,58,55
23A91A5317,Neha Desai,Pune,4,1,20,3,1,92,88,87
23A91A5318,Rahul Joshi,Delhi,3,0,14,1,1,55,57,60
23A91A5319,Divya Jani,Pune,1,0,16,4,4,60,62,58
23A91A5320,Kiran Sharma,Jaipur,4,3,17,3,1,57,62,63
23A91A5321,Rahul Choudhary,Bangalore,1,3,5,4,0,68,66,70
23A91A5322,Neha Choudhary,Delhi,2,0,6,0,0,50,53,53
23A91A5323,Roshan Choudhary,Bangalore,1,2,9,1,0,51,54,51
23A91A5324,Roshan Sharma,Bangalore,1,3,13,0,0,51,54,49
23A91A5325,Neha Jani,Bangalore,4,1,1,4,3,90,90,90
23A91A5326,Divya Mishra,Vijayawada,3,1,12,1,2,79,82,86
23A91A5327,Sneha Joshi,Vijayawada,2,2,2,2,2,54,55,60
23A91A5328,Ali Sharma,Jaipur,3,0,1,1,0,66,65,60
23A91A5329,Sneha Desai,Pune,4,1,0,0,4,63,59,62
23A91A5330,Sneha Khan,Jaipur,2,2,18,3,4,80,78,81
23A91A5331,Sneha Desai,Vijayawada,3,2,20,3,2,92,97,93
23A91A5332,Kiran Mishra,Bangalore,4,1,18,0,0,73,76,71
23A91A5333,Rahul Khan,Chennai,3,1,1,4,4,84,79,75
23A91A5334,Rahul Sharma,Hyderabad,2,0,4,2,0,84,79,82
23A91A5335,Sneha Desai,Chennai,4,1,20,1,1,88,83,81
23A91A5336,Ravi Patel,Ahmedabad,2,1,3,4,2,64,68,70
23A91A5337,Rahul Choudhary,Ahmedabad,2,1,17,2,3,71,67,67
23A91A5338,Neha Choudhary,Hyderabad,2,0,18,1,1,65,65,60
23A91A5339,Sneha Khan,Bangalore,2,1,18,1,3,81,76,77
23A91A5340,Divya Choudhary,Vijayawada,2,3,3,2,3,71,76,77
23A91A5341,Anil Choudhary,Hyderabad,3,1,9,2,0,75,80,75
23A91A5342,Kiran Joshi,Jaipur,2,0,16,4,3,86,81,86
23A91A5343,Divya Desai,Hyderabad,3,3,20,4,4,69,73,69
23A91A5344,Neha Joshi,Delhi,3,3,5,2,3,62,63,59
23A91A5345,Kiran Sharma,Pune,4,3,6,0,4,91,90,94
23A91A5346,Ali Mishra,Bangalore,4,1,14,4,0,72,68,71
23A91A5347,Ali Sharma,Delhi,2,2,6,4,4,84,82,80
23A91A5348,Divya Desai,Kolkata,1,3,13,2,4,92,88,83
23A91A5349,Fatima Mishra,Vijayawada,2,2,10,0,0,68,65,63
23A91A5350,Ali Mishra,Vijayawada,4,2,8,1,0,60,63,63
23A91A5351,Ali Mishra,Kolkata,3,1,4,0,1,45,43,48
23A91A5352,Fatima Jani,Pune,1,0,8,3,4,61,57,59
23A91A5353,Ali Patel,Pune,1,0,20,1,1,47,50,54
23A91A5354,Ravi Jani,Vijayawada,1,2,16,0,3,50,48,47
23A91A5355,Ravi Reddy,Chennai,1,1,0,3,1,93,92,96
23A91A5356,Neha Desai,Hyderabad,4,2,12,4,3,79,76,81
23A91A5357,Kiran Khan,Kolkata,1,2,13,2,0,60,63,64
